,occupation
25841,6
26346,22
26473,0
26529,0
26568,12
30375,22
30583,1
30992,0
5089,15
25575,7
25637,0
2399,1
3617,17
5294,14
19599,26
30760,17
6,15
170,22
363,
391,
458,24
471,
491,7
541,
675,13
1083,19
1096,
1134,
1167,7
1260,
1338,7
1397,
1475,
1679,7
1684,
1742,0
1825,5
1912,
1946,12
1991,
2089,0
2153,7
2251,0
2265,
2373,
2376,14
2377,
2471,21
2638,
2793,
3029,7
3101,13
3435,13
3882,
3926,
4047,0
4481,16
4747,
4858,
4868,
5056,7
5189,
5322,
5487,
5568,12
5663,
6035,
6074,
6239,
6806,7
7099,
7459,26
7506,12
7541,
8025,1
8194,24
9024,
9130,
9215,
9434,
9588,1
9766,
10165,
10470,0
10529,12
12672,10
12810,
13495,1
14011,
14033,
15288,
16162,12
16280,
16952,13
17037,24
17192,13
17224,10
17276,
17355,1
17442,7
17449,13
17453,
17461,
17772,0
17914,16
17994,
18155,7
18202,-1
18229,
18503,7
18712,9
18760,11
18843,
19365,
19452,
19526,7
19680,
19903,11
20085,
20164,0
20442,
20526,0
20867,
21570,6
21672,1
21776,
21914,
22004,17
22071,1
22153,
22413,
23028,23
23553,14
23892,
24299,
24542,
25097,
25406,
25475,7
26036,22
26940,
27099,7
27605,
27630,1
27833,
28394,
28839,17
29616,
30172,11
30270,
8126,-1
13477,
13491,6
14864,13
19989,7
20575,13
26684,
27341,12
29631,
33887,7
34456,6
40398,
42169,24
45685,
47719,
48862,0
127,13
6259,7
6412,1
10659,
11744,
11971,
12621,7
12686,-1
13382,6
13383,0
20870,7
22989,
27194,6
37537,0
37598,
37801,
54849,1
3049,13
11448,7
15634,1
17879,0
18192,7
18673,7
23900,
23927,24
27610,1
43026,7
53682,
54829,7
55055,14
55454,-1
55748,7
8014,4
34650,1
39670,14
52858,
7113,
9176,11
23588,1
32234,12
44785,6
11790,-1
1,0
28,23
5795,0
6064,4
6136,
6308,1
6838,0
7189,2
7617,12
8179,0
8369,-1
8622,6
8641,0
8852,1
9772,7
10114,13
10678,0
10915,26
10921,0
11224,13
11262,
11551,0
11988,
13991,
14142,
14239,1
14396,0
14453,24
14517,0
14593,0
14643,0
14760,0
15168,0
15310,8
15531,4
15537,0
15623,24
15928,0
15987,
16204,0
17774,0
17891,0
18690,7
20372,0
20627,7
22029,7
22874,22
22996,6
23030,6
23089,6
23190,
23306,6
23468,0
23696,0
23741,
23919,0
24089,0
24641,24
24843,0
25126,0
25332,6
26487,7
26668,0
27812,4
27888,0
27903,10
28637,22
28774,24
28870,1
28893,1
28935,0
29061,
29131,0
29134,1
29135,4
29139,13
29291,7
29386,0
29399,15
29670,6
31159,19
31194,-1
31221,
31842,
32064,0
32080,19
32172,1
32596,1
32771,24
32929,6
34911,13
35390,1
35543,7
36412,2
36481,0
36640,9
36678,1
36807,12
37108,0
37164,0
37183,0
37738,0
37848,4
38814,24
42484,13
42881,
44141,18
44466,23
45526,0
45585,
45782,0
45986,8
46654,0
46796,
46824,19
47814,0
47963,2
48703,26
49443,1
49516,23
50568,6
53372,0
53917,0
54057,0
54089,0
54236,0
54830,7
55316,7
55319,0
55600,7
55708,
55732,0
55883,6
5771,
8514,0
8827,-1
15929,24
16498,6
16929,0
28452,6
29658,2
32510,0
33289,1
34669,12
35151,15
51977,
53843,6
54940,0
797,14
1878,2
3434,15
4313,15
5537,
5607,0
5608,15
5616,8
5623,2
5709,2
5721,0
5722,1
5734,24
5750,12
5801,13
5831,6
5838,0
5854,13
5865,1
5868,13
5869,
5875,13
5916,0
5949,0
6043,
6051,0
6201,0
6442,13
6543,0
6548,0
8096,22
8223,1
8401,7
8434,
8599,1
8665,6
8694,0
8731,6
8817,6
8842,14
8850,7
8917,6
9009,
9415,-1
9480,7
9522,14
9565,14
9568,0
9630,0
9634,
9671,-1
9716,
9717,0
9718,1
9728,0
9741,4
9742,0
9750,0
9763,14
9774,-1
9788,16
9807,-1
9817,0
9833,-1
9851,7
9860,2
9871,0
9875,0
9879,0
9886,1
9888,15
9889,1
9896,-1
9904,21
9908,2
9921,13
9928,0
9950,0
9957,15
10010,9
10028,7
10038,
10044,14
10095,13
10100,-1
10117,0
10118,1
10190,22
10247,-1
10271,22
10388,0
10408,4
10416,-1
10518,0
10629,-1
11703,6
11718,15
12183,22
12364,13
12365,9
12455,7
12574,0
12747,4
12882,
12906,1
12963,7
13037,15
13247,
13266,2
13386,1
13448,4
13482,7
13517,0
13596,22
13613,0
13651,7
13670,6
13687,22
13689,16
13702,0
13719,7
13724,-1
13725,0
13728,0
13752,19
13753,0
13768,7
13805,
13815,7
13841,19
13864,0
13899,-1
13938,21
13954,17
13983,0
13986,6
14009,1
14012,6
14014,0
14024,7
14027,0
14042,9
14051,-1
14075,0
14076,0
14092,
14119,-1
14128,6
14153,0
14204,15
14229,1
14230,7
14275,13
14277,0
14282,8
14390,7
14618,0
14645,21
14729,7
15038,
16208,-1
16488,-1
16630,0
16707,-1
16753,0
16812,7
16826,7
16836,1
16917,0
17109,0
17199,7
17267,0
17375,14
17389,13
17478,15
17487,-1
17503,7
17505,0
17508,22
17509,2
17544,0
17568,0
17604,6
17625,4
17636,16
17653,2
17702,2
17712,0
17750,8
17769,9
17800,0
17801,7
17806,0
17850,1
17871,8
17882,
17895,0
17902,0
17916,6
17943,22
17956,0
17977,22
18030,19
18052,0
18064,0
18067,13
18071,6
18088,-1
18107,0
18117,0
18128,0
18137,-1
18146,0
18149,
18186,16
18200,6
18215,9
18217,6
18257,7
18274,7
18411,
18887,21
19195,15
19241,0
19397,7
19516,0
19561,0
19600,
19697,23
19710,16
19711,7
19716,7
19734,4
19793,-1
19900,18
19922,6
19995,7
20002,22
20025,0
20039,0
20122,15
20143,6
20159,
20201,0
20227,
20723,4
20757,-1
20881,19
21230,7
21241,7
21529,0
21545,0
21568,16
21621,7
21634,1
21639,7
21645,21
21741,9
21856,1
21869,12
21939,22
22054,2
22105,2
22109,
22196,7
22219,-1
22230,13
22263,0
22335,0
22416,1
22456,16
22490,8
22739,6
22835,15
23513,6
24323,0
25319,26
25580,1
25582,-1
25654,2
25713,-1
25916,-1
25928,23
26022,7
26058,7
26314,2
26387,-1
26389,6
26393,1
26411,1
26412,1
26419,9
26495,
26499,22
26510,0
26634,0
26640,6
26674,
26720,0
26769,1
26779,24
26792,0
26800,0
26859,1
26886,1
26911,0
26927,0
27115,0
27117,14
27237,15
27265,22
27722,1
28471,4
29153,1
29459,12
29504,0
29723,1
29755,12
29852,23
29874,1
30018,1
30036,2
30055,7
30154,20
30406,6
30646,1
30647,
30655,4
30683,0
30724,-1
30730,9
30753,22
30756,1
30763,1
30765,-1
30767,0
30773,1
30782,21
30784,0
30799,6
30818,7
30860,0
30897,13
30902,0
30931,0
30978,0
30999,7
31005,8
31033,15
31078,0
31090,22
31122,22
31135,0
31137,13
31146,0
31170,0
31199,2
31201,0
31204,0
31208,1
31235,0
31236,12
31242,0
31244,1
31256,26
31259,13
31269,6
31287,0
31291,0
31313,19
31352,0
31368,19
31383,6
31555,2
31986,7
32013,6
32276,-1
32493,12
32562,0
33378,0
33458,6
33525,0
33700,7
33786,6
34161,
34223,0
34310,7
34350,1
34614,7
34824,0
34892,1
35013,
35087,13
35143,16
35164,1
35181,7
35194,2
35225,22
35238,7
35246,0
35296,1
35304,0
35305,0
35313,14
35335,1
35357,19
35367,6
35400,0
35417,0
35434,8
35440,-1
35451,6
35476,6
35504,4
35505,0
35509,2
35516,26
35552,13
35595,0
35603,1
35607,7
35636,10
35638,16
35709,13
35724,0
35726,-1
35772,22
35856,1
35907,23
35928,10
36316,6
36548,0
37223,0
38349,7
38727,14
38874,0
39266,0
39409,0
39561,1
39612,6
39878,19
40058,7
40062,0
40306,-1
40310,4
40344,0
40349,26
40396,-1
40449,2
40468,1
40535,0
40574,9
40588,1
40603,0
40654,1
40677,0
40678,6
40688,0
40767,7
40778,-1
40819,7
41010,22
41022,-1
41095,0
41103,0
41113,1
41129,
41134,15
41143,9
41144,0
41204,15
41388,0
41429,26
41479,13
41707,0
41971,0
42023,6
42210,7
42233,22
42285,24
42592,0
42611,1
42650,1
42659,
42813,2
42893,12
42987,26
42998,13
43074,6
43128,0
43217,0
43231,0
43241,1
43533,0
43569,1
44012,7
44043,-1
44160,0
44663,1
46535,-1
46849,6
46932,0
47255,6
47389,15
47421,24
47543,13
47601,6
47617,
47619,6
47629,16
47637,0
47674,1
47734,0
47770,12
47776,19
47778,0
47783,23
47836,9
47843,0
47844,2
47847,26
47852,0
47858,14
47864,12
47866,8
47871,18
47880,-1
47885,0
47888,8
47907,19
47921,19
47931,-1
47937,0
47939,0
47945,-1
47947,0
47954,
47961,0
47966,22
47993,0
48006,18
48021,10
48049,
48065,13
48075,15
48085,-1
48139,2
48142,22
48155,13
48165,16
48177,2
48231,26
48233,0
48270,0
48285,0
48384,0
49059,0
49066,0
49186,7
49189,-1
49202,10
49248,13
49276,13
49326,0
49368,10
49372,0
49390,6
49402,0
49533,-1
49596,6
49626,0
49654,-1
49663,1
49736,-1
50451,12
50504,-1
50774,4
50883,1
51012,14
51033,12
51160,13
51250,13
51253,-1
51333,22
51337,26
51348,1
51360,8
51483,6
51487,-1
51502,7
51509,-1
51520,4
51534,
51590,26
51645,26
51734,-1
51757,6
52111,7
52378,7
53828,1
53852,1
54054,7
54370,-1
54385,-1
54744,
54977,6
55065,7
55091,0
55096,16
55105,13
55111,0
55152,
55154,-1
55165,9
55183,1
55184,1
55196,0
55200,7
55203,17
55208,-1
55214,0
55225,
55242,1
55245,-1
55247,0
55254,6
55255,0
55267,0
55269,0
55278,-1
55288,9
55295,0
55296,0
55303,-1
55307,6
55321,7
55353,7
55354,13
55357,7
55373,26
55379,0
55382,-1
55395,-1
55401,9
55402,4
55417,16
55431,6
55444,1
55445,0
55461,17
55468,0
55475,4
55492,0
55493,0
55509,0
55513,1
55558,-1
55584,0
55591,13
55595,4
55596,
55602,1
55618,0
55653,0
55658,13
55670,-1
55671,-1
55682,2
55692,-1
450,0
950,0
1620,
2043,0
2181,24
3311,26
4272,8
5993,7
6119,22
6157,6
6731,24
6735,7
6750,-1
6953,0
7305,
7533,0
7581,12
8068,12
8195,4
8244,1
8365,22
8456,0
8463,7
8486,22
8587,1
8769,24
8835,0
8836,22
8995,12
9022,1
9086,0
9147,1
9203,
9364,0
9391,21
9518,26
9572,-1
10272,13
10332,1
10491,7
10492,6
10823,7
10869,0
10914,0
11241,7
11334,23
11424,
11425,9
11785,13
11799,0
11965,-1
12176,9
12245,4
12475,
12479,18
12481,12
12514,9
12542,1
12628,1
12681,1
12740,0
12812,13
13137,1
13258,15
13442,15
14115,0
14477,23
14540,1
14715,16
14769,15
14975,7
15017,-1
15037,6
15142,0
15204,
15525,
15570,12
15822,24
16093,0
16973,1
17082,2
17129,18
18425,-1
18450,7
18539,18
18750,
19322,-1
19332,7
19349,1
19426,9
19445,7
19496,7
20021,7
20235,6
20546,0
20569,7
20700,7
20970,7
20982,7
21006,0
21265,0
21268,7
21281,5
21382,1
21626,0
22188,4
23072,0
23373,13
24023,7
24779,2
24997,1
25234,22
25254,6
25410,1
25446,7
25471,9
25614,7
25822,0
25896,
25897,0
26161,2
26696,21
28922,
29021,2
29023,0
29164,-1
29439,0
29493,9
29510,7
29565,19
29909,0
29935,0
29981,15
30106,7
30141,0
30158,1
30180,0
30183,6
30480,6
30613,6
30625,9
31080,0
31225,
31371,21
31626,7
32307,1
32329,6
32695,0
32736,1
32744,0
32973,6
33131,0
33174,24
33279,6
33377,1
33445,0
33464,13
33531,10
33532,6
33660,
34710,0
35235,0
35862,7
36463,9
36577,22
36720,-1
36791,0
37044,0
37200,7
37210,1
37512,26
37570,0
37662,
37740,9
38808,0
38852,7
39164,
39640,9
39667,23
39739,12
40173,0
43905,26
45158,7
45500,4
45792,7
45829,7
46080,6
46131,6
46330,6
46578,6
46716,8
46818,7
47071,1
47209,0
47211,5
47570,6
47633,6
47697,0
48062,26
48265,0
48379,1
48490,13
48515,7
48637,0
48670,10
48820,0
48883,
48942,0
48949,7
48998,0
49448,7
49566,0
49764,1
49811,9
49917,7
49941,7
50094,1
50600,6
50827,-1
50976,
51070,0
52114,0
53991,6
54123,8
54393,0
54396,0
54490,0
54495,7
54638,7
54712,1
54743,6
54805,13
54808,0
54834,7
54853,1
54871,-1
54893,24
54935,13
54974,-1
55081,0
55586,-1
15716,26
16017,7
19424,23
21846,17
26932,26
38284,
39642,0
46874,0
54018,0
6088,7
25699,9
31781,2
50169,4
8201,9
20853,2
40392,7
46981,1
1573,13
5552,13
6590,13
6772,0
7259,0
8695,13
9083,7
9186,6
9673,1
9758,6
10299,24
10985,1
11217,0
11363,0
11696,0
11838,2
11894,
11982,13
12260,0
12390,0
12422,24
12476,9
12605,13
12643,1
12655,0
12701,13
12712,0
12806,10
12928,0
12940,6
13094,0
13101,
13123,1
13125,0
13151,13
13165,0
13210,0
13235,13
13459,1
13587,22
13764,1
13767,0
13869,0
14272,
14991,0
16444,-1
17435,1
17659,24
17747,1
17824,0
18874,17
19174,0
19442,2
19466,0
19585,
19787,0
20430,7
21938,0
22118,24
24280,0
25089,0
25192,0
25746,7
25929,0
25933,13
26323,6
26326,0
26951,7
33862,1
34693,24
36635,14
36900,0
37531,0
40186,1
40226,1
40414,0
40667,24
47186,24
47545,1
47693,0
49338,
49419,24
49952,0
50471,0
50488,13
50997,13
53537,
54356,7
55181,0
33206,
946,7
4922,19
4931,19
6315,7
6582,22
6779,1
7235,-1
7437,26
7839,22
8093,0
8116,0
8211,
8783,0
9088,8
9109,
10748,1
10842,6
12020,24
12300,1
12354,1
12633,1
12772,23
13821,13
14519,0
15924,
16557,0
17046,1
17294,6
17827,1
18807,1
18924,
19236,2
19326,1
20531,6
20600,1
20903,13
21080,-1
21139,8
21189,0
21263,0
21422,1
21457,
21490,9
21574,0
21710,0
23817,0
24324,12
24716,1
25001,1
25426,22
25502,0
25799,7
26249,1
28499,0
29257,7
29383,20
29764,13
29887,
30293,12
31369,7
32054,7
32103,12
32281,6
32496,0
32599,7
32720,0
32753,7
32783,2
32875,0
32876,1
32878,9
33064,15
33245,
33745,13
33750,0
33803,4
33858,7
33907,6
33935,7
33937,22
34158,1
34193,6
34299,0
34324,
34472,6
34487,13
34571,1
34595,
34618,13
34626,0
34656,24
34679,0
34680,7
34685,7
34732,0
34748,0
34793,1
34835,0
34857,0
34885,0
34888,
34906,0
34920,1
34941,1
34972,
35072,7
35074,7
35100,6
35124,24
35292,1
37971,
38129,13
38132,0
40371,13
40418,13
46341,4
46823,7
46989,24
48727,7
48962,
49315,2
50224,24
53468,1
55644,4
55719,0
4,16
33,6
72,9
2763,0
6381,9
6397,7
6447,2
6526,-1
6673,7
7693,0
7769,9
7870,1
7942,8
7949,-1
8029,1
8073,7
8101,1
8206,1
8249,13
8257,6
8303,7
8535,0
8560,1
9027,13
9132,-1
9229,12
9329,0
9363,0
9444,14
10480,1
10819,23
10970,
11357,7
11569,0
11745,15
11775,0
11842,0
11935,6
12007,9
12107,1
12172,7
12386,
12473,0
12516,1
12556,12
12638,0
12662,0
13015,
13296,6
13374,0
13522,4
13591,6
13618,1
14697,-1
14779,13
14812,24
14956,7
15051,14
15130,7
15244,7
15589,0
15610,0
15933,0
15939,
16338,8
16626,7
16637,
16729,7
16990,23
17318,20
18254,0
18767,2
18849,0
18894,9
20935,23
20973,13
21178,6
21404,16
21909,0
24360,22
24594,8
24677,0
24698,0
24719,
24812,1
24907,23
24931,21
25071,6
25085,16
25441,19
25715,0
25757,0
25762,0
25940,0
25987,6
27348,0
27451,1
27565,
27673,1
28364,7
28438,-1
28538,7
28738,0
28885,0
29281,15
29527,4
29572,9
29824,1
29827,0
30527,
31414,7
32228,19
32277,7
32467,26
32716,7
32727,2
33003,7
33162,0
33180,26
33314,
33491,1
33594,1
33611,0
33625,9
33662,0
33694,6
33723,13
33743,16
34112,1
34151,1
34355,19
34377,0
34379,24
34445,
34511,4
34758,0
34936,21
35175,6
35660,
35661,13
36617,7
36691,7
37072,22
37160,7
37254,9
37462,7
37576,0
37933,1
37937,
37945,1
38026,7
38237,
38586,13
38720,2
38752,22
38972,1
39150,0
39325,9
39660,14
39737,9
40147,0
40157,0
40240,0
42654,13
42852,4
44443,15
45690,9
45920,7
46157,6
46467,
46626,6
46662,22
46742,0
46769,23
46799,12
46815,19
46937,0
46945,6
46969,1
47077,
47109,0
47146,0
47329,23
47390,-1
47439,13
47442,13
47467,
47501,13
47588,1
47656,1
47660,22
47705,14
48157,0
48213,9
48264,7
48722,1
48848,6
48863,0
48882,1
48954,0
48982,0
49048,0
49065,2
49073,1
49158,1
49266,7
49884,7
50184,1
50313,16
50420,20
50662,0
50678,7
50810,6
50870,4
50894,7
51816,
51971,0
52791,6
53638,0
53705,1
53780,0
53815,6
53840,9
53884,12
54040,6
54240,10
54313,6
54330,6
54357,19
54611,0
54653,12
54735,1
54740,4
54741,1
54754,23
54755,1
54756,0
54768,-1
54771,0
54776,0
54887,0
54904,19
54912,0
54914,0
54919,0
55016,-1
55054,7
55849,
56001,7
12572,-1
33007,4
5761,2
31289,9
48586,22
7362,7
10464,0
15747,26
23917,-1
27326,0
32583,20
54342,13
6169,21
8036,0
10555,21
12116,1
12356,
12518,0
12805,14
15030,
20728,1
21917,0
22191,11
24402,
25371,1
25467,0
35766,0
35783,1
36766,0
38563,0
43189,6
48619,1
49648,7
50905,0
53690,18
1814,0
50024,24
20,16
2739,1
5006,
5661,4
5805,5
5926,20
6202,0
6253,2
6335,0
6348,0
6390,6
6675,16
6677,0
6702,0
6742,16
6765,26
6767,4
6823,0
6935,1
6957,24
7087,16
7097,8
7124,0
7138,6
7151,0
7183,
7326,9
7358,15
7390,16
7397,1
7414,0
7436,1
7476,0
7531,24
7540,0
7566,0
7574,7
7684,1
7756,24
7758,24
7858,0
8010,1
8044,9
8045,-1
8054,-1
8057,0
8091,24
8100,0
8106,6
8140,1
8158,12
8215,0
8240,17
8242,
8328,0
8419,11
8501,0
8503,24
8510,0
8602,
8621,0
8663,20
9010,0
9570,7
9658,6
9803,0
9945,21
10005,-1
10014,0
10154,0
10163,6
10428,
10455,7
10481,6
10500,11
10579,1
10712,0
10836,0
10899,0
10945,
10949,1
10989,1
10996,-1
11041,0
11042,23
11050,6
11156,16
11160,15
11195,1
11257,13
11264,12
11281,0
11316,0
11350,0
11370,0
11496,1
11519,16
11535,-1
11536,7
11562,7
11609,20
11665,0
11825,6
11873,7
11905,4
11922,22
12054,0
12108,6
12146,6
12320,6
12434,7
12447,0
12465,12
12591,7
12612,23
13241,6
13488,7
13801,0
13968,0
13992,1
14056,0
14074,-1
14109,1
14113,13
14133,26
14193,13
14195,0
14196,1
14251,7
14367,7
14377,-1
14418,21
14528,26
14605,0
14625,
14759,16
14826,16
14830,0
14858,0
14895,1
14905,1
14949,0
15133,13
15290,0
15400,6
15573,1
15802,6
15862,22
15883,6
16100,9
16169,1
16309,7
16312,7
16330,2
16476,21
16529,4
16839,0
17405,6
17819,13
17841,7
17918,6
17922,7
17953,7
18068,2
18091,23
18439,0
18861,0
19545,18
19817,9
19930,0
20182,2
20204,-1
20231,24
20246,-1
20249,22
20515,7
20591,16
20596,6
20602,0
20846,14
21092,0
21166,-1
21197,7
21201,7
21213,0
21303,7
21447,0
21557,13
21684,26
22376,15
22504,8
22577,
22707,19
22832,0
22856,9
23044,0
23088,7
23258,24
23352,23
23390,7
23419,23
23568,1
23658,0
23681,14
23835,2
24055,24
24137,
24564,10
24663,1
24807,0
24821,1
24943,2
24949,13
24954,6
24985,1
25040,
25130,22
25155,1
25251,
25264,
25429,0
25496,4
25526,19
25616,13
25753,6
26365,15
26600,10
26633,6
26766,
26786,13
26934,1
27030,24
27225,0
27227,0
27446,0
27594,26
27600,6
27626,17
27662,0
27664,22
27670,1
27708,1
27779,0
27896,0
28084,4
28245,0
28324,7
28369,7
28751,0
28869,
28971,0
29145,9
29188,1
29263,1
29266,0
29284,24
29342,0
29350,0
29373,6
29394,1
29488,0
29570,0
29696,0
30680,0
30932,7
31129,0
31168,22
31470,2
31501,1
31573,0
31613,7
32049,0
32089,0
32129,0
32196,6
32202,22
32214,0
32246,0
32288,1
32305,8
32315,14
32375,12
32415,0
32418,16
32446,7
32459,7
32473,1
32478,-1
32480,6
32516,0
32572,1
32612,
32694,1
32696,0
32726,9
32821,24
32833,0
32841,0
32880,1
32885,26
32901,14
32927,24
33254,2
33283,1
33334,0
33354,2
33395,22
33414,26
33453,13
33502,0
33504,0
33518,
33548,22
33573,1
33604,0
33635,0
33650,
33652,1
33769,22
33774,
33788,0
33875,1
33882,13
33972,0
34052,7
34137,0
35163,7
35276,9
35459,14
35547,22
35556,0
35574,0
35610,0
35734,0
35759,1
35822,16
35854,0
36043,24
36053,0
36140,0
36147,-1
36166,0
36169,1
36181,
36214,20
36343,17
36480,7
36502,6
36578,0
36735,0
36811,0
36882,1
36889,0
36906,0
36915,1
36934,-1
36938,0
36942,0
36955,13
36956,0
36989,2
37025,1
37031,1
37139,0
37271,1
37389,0
37407,1
37414,12
37669,7
37703,0
37806,22
37816,-1
37879,6
37880,1
38076,6
38113,22
38173,13
38175,0
38195,7
38234,0
38239,0
38375,1
38389,24
38499,0
38746,12
38894,
39033,24
39057,1
39116,8
39245,0
39309,24
41777,0
42602,7
42877,0
43251,23
44562,1
44602,7
44891,0
45334,0
45620,0
45641,
45645,0
45658,2
45777,24
45800,0
45849,1
45851,24
45899,24
46037,21
46084,0
46092,0
46137,6
46160,
46203,
46241,0
46291,0
46309,1
46392,7
46412,1
46429,0
46493,1
46536,
46550,0
46584,16
46684,1
46724,0
46725,0
46734,0
46737,1
46740,16
46748,0
46750,6
46813,19
46857,0
46872,
46873,0
46875,16
46880,11
46956,0
47073,1
47134,0
47152,6
47974,24
47982,7
48048,14
48084,16
48281,-1
48555,0
48666,12
48774,2
48929,2
49415,0
50268,7
50677,6
50917,0
50965,7
51451,15
51539,6
51600,18
51676,1
51874,1
52033,-1
52136,13
52224,14
52349,16
52977,0
53040,13
53233,4
53347,1
53360,7
53390,11
53411,4
53450,6
53465,1
53480,9
53484,0
53490,-1
53504,0
53549,7
53552,-1
53566,11
53644,6
53659,9
53749,15
53793,
53794,16
53795,16
53797,
53820,0
53851,6
53853,1
53854,7
53924,7
54071,1
54088,0
54094,9
54115,0
54122,0
54130,0
54132,1
54151,13
54233,16
54269,0
54288,7
54329,
54347,0
54354,0
54444,0
54463,1
54483,0
54491,20
54576,1
54629,1
55150,6
55291,-1
55412,4
55566,0
55616,0
55744,0
55798,0
55801,
55815,7
55901,0
55916,16
6059,13
6729,
7281,0
7313,
7849,1
7987,9
9146,0
9265,0
10689,0
10894,7
11537,2
11843,0
12218,0
12339,
12418,1
12558,
12957,1
13263,0
13278,13
13490,12
14214,13
14936,7
15100,
15699,1
15974,1
16107,0
16547,13
16719,8
16876,0
16877,1
18275,7
18501,
18786,4
18897,-1
21330,0
21746,10
21832,
22143,12
22255,14
23843,0
24033,23
24207,
24392,6
24579,1
24709,1
24712,0
24819,0
24848,7
25002,1
25142,7
25206,1
25411,0
25643,24
25800,
26057,0
26135,1
26231,
26242,13
26301,15
26809,18
26868,0
27250,20
27330,1
27366,0
27987,0
28263,
28462,0
28573,24
29249,
29594,0
31230,
31363,0
32323,7
32701,13
32977,1
33067,6
33083,1
33282,-1
33468,0
33593,1
33731,7
34142,
34587,1
36317,0
36668,0
37391,20
37902,2
37914,0
38000,7
38522,13
38688,0
38738,-1
39004,-1
44128,1
45297,13
46402,0
46652,0
47025,7
47396,9
47645,9
48239,4
48469,1
48531,0
48568,-1
48594,-1
48688,7
48869,17
48940,8
48970,7
48978,1
49074,7
49217,6
49294,0
49866,-1
49906,1
50377,0
50512,9
50751,14
50939,1
52846,0
53482,-1
53765,6
54009,0
54078,0
54220,0
54415,19
54434,7
55837,7
7212,13
9829,-1
17674,0
30082,1
30802,8
39790,22
41422,7
22481,19
27325,-1
34530,0
37293,0
39018,0
7,0
8,-1
23,8
39,6
57,0
1664,10
1895,13
2531,0
2696,4
2712,22
2746,7
4839,
4942,
5447,7
5449,7
5451,7
5662,6
5736,0
5785,7
5813,
5816,
5876,0
5881,7
5893,0
5902,0
5906,1
5915,
5941,7
5954,-1
6000,7
6045,0
6103,7
6140,6
6145,13
6149,
6151,13
6165,4
6177,26
6188,6
6192,2
6236,0
6295,0
6297,1
6306,1
6312,7
6332,15
6340,6
6343,14
6359,24
6409,14
6439,1
6470,0
6499,7
6512,1
6530,9
6651,7
6656,10
6689,7
6707,26
6715,7
6758,1
6781,6
6788,7
6791,1
6792,-1
6807,0
6842,0
6853,19
6858,0
6862,2
6868,13
6881,13
6890,
6893,13
7042,6
7047,22
7056,7
7057,6
7062,
7096,13
7137,13
7143,
7214,6
7219,0
7300,6
7323,
7345,6
7367,16
7393,0
7409,16
7433,0
7441,0
7456,20
7457,-1
7460,4
7468,0
7478,6
7500,0
7542,0
7606,0
7682,6
7707,
7730,0
7772,0
7847,9
7851,7
7884,0
7887,6
7919,0
7937,1
7944,9
7952,0
7998,0
8113,7
8174,5
8228,26
8301,7
8334,26
9361,11
9638,6
9657,12
9699,0
9703,10
9732,15
9743,4
9762,10
9899,1
9917,21
9918,7
9936,1
9988,6
9989,7
9998,0
10016,7
10049,0
10077,
10089,7
10113,26
10123,23
10140,1
10152,22
10170,0
10171,16
10207,7
10213,24
10232,0
10294,1
10307,
10312,12
10333,21
10336,14
10343,6
10344,1
10377,6
10396,9
10401,6
10414,0
10441,0
10456,22
10520,8
10564,1
10572,13
10577,7
10582,7
10591,6
10654,0
10675,6
10690,26
10692,1
10703,0
10724,0
10743,6
10750,0
10753,7
10754,7
10759,0
10772,14
10837,7
10844,6
10845,9
10884,7
10916,15
10922,1
10956,0
10994,0
11019,12
11048,0
11049,4
11052,-1
11069,-1
11070,2
11080,0
11089,0
11106,8
11112,0
11127,
11157,22
11169,1
11181,7
11222,0
11273,8
11289,
11346,
11358,16
11362,0
11385,13
11392,9
11437,9
11470,22
11478,24
11482,-1
11521,17
11544,0
11550,
11646,13
11678,0
11758,0
11806,0
11807,7
11854,
11907,14
11911,0
12214,0
12215,-1
12231,0
12246,12
12588,-1
13559,6
13640,2
13758,6
13765,23
13883,1
13898,7
13925,7
14029,
14037,14
14105,0
14117,7
14143,1
14146,15
14177,7
14197,10
14199,16
14217,0
14218,4
14231,
14317,-1
14332,1
14378,0
14385,13
14410,-1
14436,0
14474,6
14514,22
14518,
14582,7
14587,24
14603,6
14604,11
14631,1
14669,0
14684,16
14710,0
14714,0
14723,
14749,1
14767,1
14768,
14809,0
14823,12
14865,-1
14876,13
14887,7
14900,0
14902,0
14924,6
14939,16
14941,9
14964,0
15001,14
15009,4
15048,2
15063,-1
15075,9
15132,0
15135,
15150,7
15157,0
15164,8
15191,13
15240,0
15259,0
15293,-1
15299,0
15311,-1
15340,
15359,7
15385,22
15418,
15429,0
15449,1
15470,1
15473,
15517,0
15522,11
15529,0
15551,0
15579,13
15664,0
15681,17
15719,8
15768,9
15799,-1
15830,0
15851,9
16968,-1
17193,1
17603,13
17673,12
17718,7
17828,9
17831,7
17880,7
17910,8
17911,6
17944,7
17987,26
17990,13
18070,7
18104,1
18142,1
18154,0
18195,7
18265,1
18292,1
18354,13
18435,7
18481,16
18591,7
18624,0
18640,1
18710,1
18881,7
18883,
18998,13
19162,-1
19372,23
19487,5
19503,
19604,-1
19802,7
19960,23
20186,24
20199,
20243,
20250,7
20295,7
20354,7
20392,
20510,7
20539,0
20557,7
20683,-1
20686,
20771,0
20773,7
20819,7
20823,0
20838,13
20847,
20852,15
20862,0
20895,9
20904,1
20927,
20944,7
20955,-1
20961,7
20994,7
21035,2
21057,
